..
Name                                                                                                                              OS       Location                                                                                                                                                                                                                                                 
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-921.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-926.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-928.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-933.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-935.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-942.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-949.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-955.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-960.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-962.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-969.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-970.1.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-976.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-983.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Alpha-991.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1010.1.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1010.3.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1010.4.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1068.0.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1068.2.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1068.3.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1081.3.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1153.3.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1153.4.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1185.1.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1185.2.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1192.2.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1235.1.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1235.2.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1248.3.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1248.4.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1298.3.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1298.4.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1325.2.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1353.2.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1381.1.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1409.1.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1437.1.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-1437.2.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-494.0.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-494.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-494.4.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-494.5.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-522.2.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-522.3.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-522.4.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-522.5.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-557.0.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-557.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-557.2.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-584.0.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-607.0.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-612.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-633.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-647.0.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-668.3.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-681.0.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-695.0.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-695.2.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-717.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-723.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-723.3.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-766.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-766.3.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-766.4.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-835.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-835.4.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-835.5.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-835.7.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-877.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.10.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.11.0                                                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.2.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.3.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.4.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.6.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.7.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.8.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-899.9.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-991.1.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Beta-991.2.0                                                                             Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                               
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1010.5.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1010.6.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1068.6.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1068.8.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1068.9.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1122.2.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1122.3.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1185.3.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1185.5.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1235.12.0                                                                         Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1235.5.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1235.6.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1235.8.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1235.9.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1298.5.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1298.6.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1353.6.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1353.7.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1353.8.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1409.2.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-1409.5.0                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-494.3.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-494.4.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-494.5.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-522.5.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-522.6.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-557.2.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-607.0.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-633.1.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-647.0.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-647.2.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-681.0.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
2b171e93f07c4903bcad35bda10acf22__CoreOS-Stable-681.1.0                                                                           Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
