..
Name                                                                                                                              OS       Location                                                                                                                                                                                                                                                 
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update3-4.5.5161.0-WS2012R2-ENU                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update3-CN-4.5.5159.0-WS2012R2-ENU                                              Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update3-CN-4.5.5161.0-WS2012R2-ENU                                              Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update3-CN-Excel-4.5.5159.0-WS2012R2-ENU                                        Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2012R2-Update3-CN-Excel-4.5.5161.0-WS2012R2-ENU                                        Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2016-CN-5.0.5827.0-WS2012R2-ENU                                                        Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2016-CN-5.0.5827.0-WS2016-ENU                                                          Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2016-HN-5.0.5827.0-WS2012R2-ENU                                                        Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
96316178b0644ae08bc4e037635ce104__HPC-Pack-2016-HN-5.0.5827.0-WS2016-ENU                                                          Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2017-CU5-201704NB.01-127GB                                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2017-CU6-201705NB.01-127GB                                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-2017-CU7-201706NB.01-127GB                                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-Base-201705NB.01-127GB                                                             Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-Tenerife-Developer-Preview-201703.01-127GB                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-Tenerife-Developer-Preview-201703.02-127GB                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-Tenerife-Developer-Preview-201704.01-127GB                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9a03679de0e64e0e94fb8d7fd3c72ff1__Dynamics-NAV-Tenerife-Developer-Preview-201706.01-127GB                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__Microsoft-StorSimple-Virtual-Appliance-Patched-GU1-2-2015-03-11                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-Virtual-Appliance-GU2-2015-25-11                                                     Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-20140710                                                       Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-20141209                                                       Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-2015-29-10                                                     Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-20150506                                                       Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Japan East, Japan West, Central US, South Central US                                                                                                       
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-1100-20150617                                                       Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, South India, Japan East, Japan West, Central US, South Central US                                                                                          
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GGA-2015-29-10_billpatched                                          Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GGA-2017-15-03                                                      Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GQFE3-2014-12-06_bbpatched                                          Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GQFE3-2014-12-09_billpatched                                        Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GU2-2015-07-12                                                      Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GU2-2015-17-12                                                      Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GU2-2015-30-11                                                      Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US                                                               
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GU3Refresh-2016-21-09                                               Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GU3Refresh-2016-21-09_billpatched                                   Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-GU4-2017-02-08_bbpatched                                            Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9b7cfe55da0349d5a8316a8cc4741f87__StorSimple-VirtualAppliance-Gu2Refresh-2016-10-02                                               Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9db562c525e942698c605df2f0c9b26a__FreeBSD10_3-2017-04-13                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9db562c525e942698c605df2f0c9b26a__FreeBSD10_3-2017-04-28                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9db562c525e942698c605df2f0c9b26a__FreeBSD10_3-2017-05-05                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9db562c525e942698c605df2f0c9b26a__FreeBSD11_0-2017-04-13                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9db562c525e942698c605df2f0c9b26a__FreeBSD11_0-2017-04-28                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9db562c525e942698c605df2f0c9b26a__FreeBSD11_0-2017-05-05                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9db562c525e942698c605df2f0c9b26a__FreeBSD11_0-2017-06-19                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
9db562c525e942698c605df2f0c9b26a__FreeBSD11_1-2017-06-16                                                                          Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Win2K8R2SP1-Datacenter-20170406-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Win2K8R2SP1-Datacenter-20170416-en.us-30GB.vhd                                                  Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Win2K8R2SP1-Datacenter-20170420-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Win2K8R2SP1-Datacenter-20170510-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Win2K8R2SP1-Datacenter-20170510-en.us-30GB.vhd                                                  Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-Datacenter-20170406-en.us-127GB.vhd                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-Datacenter-20170415-en.us-30GB.vhd                                          Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-Datacenter-20170420-en.us-127GB.vhd                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-Datacenter-20170510-en.us-127GB.vhd                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-Datacenter-20170510-en.us-30GB.vhd                                          Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-R2-20170406-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-R2-20170415-en.us-30GB.vhd                                                  Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-R2-20170420-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-R2-20170510-en.us-127GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2012-R2-20170510-en.us-30GB.vhd                                                  Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Datacenter-20170406-en.us-127GB.vhd                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Datacenter-20170412-en.us-30GB.vhd                                          Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Datacenter-20170421-en.us-127GB.vhd                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Datacenter-20170510-en.us-127GB.vhd                                         Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Datacenter-20170510-en.us-30GB.vhd                                          Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-DatacenterCore-20170406-en.us-127GB.vhd                                     Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-DatacenterCore-20170411-en.us-127GB.vhd                                     Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US, West US 2, West Central US                   
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-DatacenterCore-20170412-en.us-30GB.vhd                                      Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-DatacenterCore-20170510-en.us-127GB.vhd                                     Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-DatacenterCore-20170510-en.us-30GB.vhd                                      Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Nano-20161012-en.us-8GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Nano-20161109-en.us-8GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Nano-20170113-en.us-8GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Nano-20170328-en.us-8GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Nano-20170418-en.us-8GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Nano-20170511-en.us-8GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-Nano-20170620-en.us-8GB.vhd                                                 Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-with-Containers-20170406-en.us-127GB.vhd                                    Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-with-Containers-20170411-en.us-127GB.vhd                                    Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, Central US, South Central US, West US 2, West Central US                   
a699494373c04fc0bc8f2bb1389d6106__Windows-Server-2016-with-Containers-20170510-en.us-127GB.vhd                                    Windows  Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_SAP-HANA_PAYG_LVM_Azure_RHUI-20170310191817                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_SAP-HANA_PAYG_LVM_Azure_RHUI-20170425181449                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_SAP-HANA_PAYG_LVM_Azure_RHUI-20170508220311                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_SAP-HANA_PAYG_LVM_Azure_RHUI-20170531182309                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_Standard_Azure_RHUI-20161104002309                                                     Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_Standard_Azure_RHUI-20161212233005                                                     Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_Standard_PAYG_RawPart_Azure_RHUI-20170223213614                                        Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_Standard_PAYG_RawPart_Azure_RHUI-20170320175805                                        Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_Standard_PAYG_RawPart_Azure_RHUI-20170425190255                                        Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_Standard_PAYG_RawPart_Azure_RHUI-20170508215605                                        Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_7_Standard_PAYG_RawPart_Azure_RHUI-20170530175236                                        Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_8_SAP-APPS_PAYG_LVM_Azure_RHUI-20170313200346                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_8_SAP-APPS_PAYG_LVM_Azure_RHUI-20170425184213                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_8_SAP-APPS_PAYG_LVM_Azure_RHUI-20170508223026                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_8_SAP-APPS_PAYG_LVM_Azure_RHUI-20170530230445                                            Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
a879bbefc56a43abb0ce65052aac09f3__RHEL_6_8_Standard_Azure_RHUI-20160920-211525                                                    Linux    Southeast Asia, Australia East, Australia Southeast, Brazil South, Canada Central, North Europe, West Europe, Central India, South India, West India, Japan East, Japan West, UK South, UK West, Central US, South Central US, West US 2, West Central US
